"CompanyID","Frequency","LastKnownValuation","Revenue","CompanyName","WebGrowthRate","PrimaryIndustrySector"
"42018-58",8,70420.0,13611.0,VMware,-0.3,Information Technology
"43096-69",1,538.20124,1906.0,Zillow Group,-0.3,Consumer Products and Services (B2C)
"53908-03",1,1.14953827,175.0,Jobber,-0.3,Information Technology
"107120-35",2,1104.6784,120.51628789,Cian,-0.29,Consumer Products and Services (B2C)
"123107-05",13,10550.0,6975.3767204,Nio,-0.29,Business Products and Services (B2B)
"265496-32",8,1000.0,1.25821818,Bitget,-0.29,Financial Services
"455187-79",1,1.250001,,TBD,-0.29,Healthcare
"52923-70",1,319.5,200.00000006,SoundCloud,-0.29,Information Technology
"53814-34",2,277.70331707,0.15695466,Pharnext,-0.29,Healthcare
"181863-01",2,3400.0,0.76092869,Armis (California),-0.28,Information Technology
"184536-91",2,,,ClutchPoints,-0.28,Consumer Products and Services (B2C)
"336992-14",2,2091.0,0.0,Vertical Aerospace,-0.28,Business Products and Services (B2B)
"41904-73",2,9780.31508224,5238.55164919,Clariant (Multi-line Chemicals),-0.28,Materials and Resources
"111099-25",1,10616.81425043,900.0,Swiggy,-0.27,Consumer Products and Services (B2C)
"12115-36",3,493.511772,4764.586,EPAM Systems,-0.27,Information Technology
"143148-25",1,3.60803015,2.21515629,Inito,-0.27,Healthcare
"494381-98",1,,,Arma Bianca,-0.27,Consumer Products and Services (B2C)
"63910-90",1,,,Lawrence Livermore National Laboratory,-0.27,Business Products and Services (B2B)
"10035-64",23,,52864.0,Intel,-0.26,Information Technology
"10930-24",1,389.5975,2094.9,Affiliated Managers Group,-0.26,Financial Services
"169013-44",1,66.874045,12.63622,The Glimpse Group,-0.26,Information Technology
"226641-88",1,,,Commonwealth Fusion Systems,-0.26,Energy
"228898-18",1,,20.75,Giift,-0.26,Business Products and Services (B2B)
"278274-52",2,176.400001,,Secretlab (Home Furnishings),-0.26,Consumer Products and Services (B2C)
"41289-31",5,5.0,5527.783,Synopsys,-0.26,Information Technology
"52693-39",7,1326.47893,3367.25,Roku,-0.26,Consumer Products and Services (B2C)
"226984-33",1,1607.372321,94.219,Greenlane Holdings,-0.25,Business Products and Services (B2B)
"55780-93",2,6964.6671,4895.8,Compass,-0.25,Consumer Products and Services (B2C)
"57755-17",1,7939.66071487,7488.0443816,HMM,-0.25,Business Products and Services (B2B)
"99267-49",1,67.12692,0.025,Aqua Metals,-0.25,Business Products and Services (B2B)
"10352-53",1,14000.0,1920.0,McAfee,-0.24,Information Technology
"10926-37",1,337.43709,2675.285,Fabrinet,-0.24,Information Technology
"120414-34",1,,200.0,Health-Ade,-0.24,Consumer Products and Services (B2C)
"13352-50",2,2222.0,1058.757,Trupanion,-0.24,Financial Services
"277878-16",1,6.85,,IntoTheBlock,-0.24,Information Technology
"41427-91",1,541.1259,4215.776,Charles River Laboratories International,-0.24,Healthcare
"41995-18",1,,251.48,AudioCodes,-0.24,Information Technology
"463096-81",1,20.0,,Art Money,-0.24,Information Technology
"493999-03",1,3999.999968,9300.0,SandboxAQ,-0.24,Information Technology
"56092-87",2,4100.0,205.94665723,Lenskart,-0.24,Consumer Products and Services (B2C)
"14142-97",2,1775.40024,2713.296,Etsy,-0.23,Consumer Products and Services (B2C)
"150793-57",8,,32400.0,Emirates Airline,-0.23,Consumer Products and Services (B2C)
"161830-54",1,1100.000023,4.0,Sunbit,-0.23,Information Technology
"40694-86",1,1152.0,54.6,Happy Money,-0.23,Information Technology
"172898-74",4,200.0,20.0,LucidLink,-0.22,Information Technology
"55462-15",1,40.349,3.5,Chromatic Games,-0.22,Information Technology
"55851-76",1,1545.983173,937.908,HealthEquity,-0.22,Information Technology
"115437-61",18,22000.0,1782.58029481,BYJU'S,-0.21,Consumer Products and Services (B2C)
"13331-71",4,4488.120868,6716.441,Workday,-0.21,Information Technology
"228021-22",1,62.848016,0.0,CNS Pharmaceuticals,-0.21,Healthcare
"51145-39",1,8229.963231,2465.4,Dropbox,-0.21,Information Technology
"55215-01",1,,176.18747504,Deutsche Rohstoff,-0.21,Materials and Resources
"171635-23",3,3028.664751,528.717,DLocal,-0.2,Information Technology
"41581-45",2,507.773942,245.706,TechTarget,-0.2,Business Products and Services (B2B)
"42936-49",6,6700.0,2177.67714478,Klarna,-0.2,Information Technology
"489268-90",1,,100.0,Gala Games,-0.2,Information Technology
"55953-19",1,530.8,27.5,Avetta,-0.2,Information Technology
"56456-29",1,45.72275795,29.39551529,Wallix,-0.2,Information Technology
"60415-12",1,,231.01498896,Lifenet,-0.2,Financial Services
"62017-03",1,5800.0,417.234,Vimeo,-0.2,Information Technology
"113726-71",1,,171.98428382,Bahnhof,-0.19,Information Technology
"13288-24",1,360.611364,540.737,Qualys,-0.19,Information Technology
"170455-42",1,,,Fineqia International,-0.19,Information Technology
"172808-65",1,84.45389357,33.19840458,Premier (Entertainment Software),-0.19,Information Technology
"53750-53",1,1700.0,300.668,Sumo Logic,-0.19,Information Technology
"53913-70",3,6779.225014,2642.455,CrowdStrike Holdings,-0.19,Information Technology
"57808-09",10,121.56254049,17.9259414,Tinubu Square,-0.19,Information Technology
"11653-30",36,,638785.0,Walmart,-0.18,Consumer Products and Services (B2C)
"118680-94",4,17.84,4.978,Phoenix Motorcars,-0.18,Business Products and Services (B2B)
"173040-31",1,435.0,0.0,SAb Biotherapeutics,-0.18,Healthcare
"265629-52",1,3160.0,803.77986258,ChinData Group,-0.18,Information Technology
"43127-29",3,1357.63453,2352.375,Sunrun,-0.18,Energy
"432433-00",2,7097.49805686,253.69349543,CDBIO,-0.18,Healthcare
"472511-53",2,58.55,0.873999,Mainz Biomed,-0.18,Healthcare
"489333-16",2,,,Flux (Business/Productivity Software),-0.18,Information Technology
"51757-12",3,120.92806,9.0,TRACON Pharmaceuticals,-0.18,Healthcare
"52993-45",1,119.5,10.214,Curis,-0.18,Healthcare
"55390-78",2,111.22514916,12.14284967,Marinomed Biotech,-0.18,Healthcare
"55574-02",1,2539.538244,1112.661,Elasticsearch,-0.18,Information Technology
"139895-38",8,282.0,296.97648243,Insta360,-0.17,Consumer Products and Services (B2C)
"155834-74",2,,11.113678,Biotricity (US),-0.17,Healthcare
"158081-41",1,477.6,21.839,Orchard Therapeutics,-0.17,Healthcare
"170627-95",1,549.7,14.66270444,Inventiva Pharma,-0.17,Healthcare
"234058-42",2,1138.0,,XTransfer,-0.17,Information Technology
"42082-75",2,228.98576,7391.024,SuperMicro Computer,-0.17,Information Technology
"50973-40",3,13169.48,4193.7,GoDaddy,-0.17,Information Technology
"53833-15",2,7947.0,1964.064,SoFi,-0.17,Financial Services
"230570-65",2,,65.0,Fody,-0.16,Consumer Products and Services (B2C)
"41100-22",1,,1761.483,Cirrus Logic,-0.16,Information Technology
"53618-14",12,,13281.34440097,MediaTek,-0.16,Information Technology
"10787-41",1,34200.0,7593.0,Electronic Arts,-0.15,Information Technology
"10804-24",1,2782.99024138,2140.91035616,Havells,-0.15,Business Products and Services (B2B)
"12272-05",1,216.01838109,18.22486854,TAKE Solutions,-0.15,Healthcare
"12783-97",1,407.99,4.5,Milestone Pharmaceuticals,-0.15,Healthcare
"229462-75",1,,,Tron Dao,-0.15,Information Technology
"494754-94",1,,,IQ Protocol,-0.15,Information Technology
"52849-27",1,42.299926,,TVU Networks,-0.15,Information Technology
"56017-63",17,9229.981356,4463.742,Zoom Video Communications,-0.15,Information Technology
"62586-10",1,8371.83623783,1324.76790277,Bolt (Automotive),-0.15,Consumer Products and Services (B2C)
"66264-67",1,16000.0,2000.0,SZ DJI Technology Company,-0.15,Information Technology
"226069-30",1,510.000025,,mabl,-0.14,Information Technology
"234078-94",1,30.0,2.5,BeeHero,-0.14,Information Technology
"267757-12",1,72.75542214,3.36056225,Aquapak,-0.14,Materials and Resources
"41031-64",1,,163.313,Anika Therapeutics,-0.14,Healthcare
"41503-60",1,140.999166,150100.0,Centene,-0.14,Financial Services
"55141-57",4,2094.827442,770.035,Tenable,-0.14,Information Technology
"11727-91",1,,92944.36481618,DHL Group,-0.13,Business Products and Services (B2B)
"149252-95",1,,,Lithoz,-0.13,Business Products and Services (B2B)
"158668-39",2,3555.922825,524.41,Global-e,-0.13,Business Products and Services (B2B)
"167558-32",5,570.0,,Rokid,-0.13,Consumer Products and Services (B2C)
"41049-46",2,,88594.0,FedEx,-0.13,Business Products and Services (B2B)
"470854-09",1,42.000001,,Radiant Security,-0.13,Information Technology
"481335-22",2,1100.0,36.94414304,PhysicsWallah,-0.13,Information Technology
"52975-99",1,3985.396514,704.722,Udemy,-0.13,Information Technology
"55815-22",9,85800.0,2783.696,Coinbase,-0.13,Information Technology
"11919-79",143,60.0,554028.0,Amazon.com,-0.12,Consumer Products and Services (B2C)
"231738-67",1,2.32940945,,Darewise,-0.12,Information Technology
"41498-92",6,31354.8,5347.4,CME Group,-0.12,Financial Services
"54660-16",1,3660.999504,483.948,Duolingo,-0.12,Information Technology
"93091-24",2,99833.04898566,8577.68372373,Reliance Retail,-0.12,Consumer Products and Services (B2C)
"126395-56",2,1800.0,197.909,Desktop Metal,-0.11,Information Technology
"226335-34",1,810.159247,,Access Fintech,-0.11,Information Technology
"464225-68",1,15.65398195,,AnyCarry,-0.11,Business Products and Services (B2B)
"51663-79",2,1194.388453,2057.971,HubSpot,-0.11,Information Technology
"61946-38",2,,14.9,Optimove,-0.11,Information Technology
"88409-08",1,74594.75715204,43759.66964469,Porsche,-0.11,Consumer Products and Services (B2C)
"124465-24",1,81.028688,1.195,SenesTech,-0.1,Materials and Resources
"230419-00",1,,,HYCU,-0.1,Information Technology
"41554-09",1,,2.955997,Dyadic International,-0.1,Healthcare
"52146-19",1,33.41922073,12.62779552,Evolva,-0.1,Healthcare
"157816-72",1,11234.0,2135.67769823,Stone Pagamentos,-0.09,Information Technology
"231940-63",4,843.23685166,346.95392131,Viva Biotech,-0.09,Healthcare
"41955-58",8,,18886.0,Adobe,-0.09,Information Technology
"438484-69",1,215.47037483,14.19079409,NewAmsterdam Pharma,-0.09,Healthcare
"51726-52",2,,16300.0,Mayo Clinic,-0.09,Healthcare
"83003-95",1,0.84146489,,AVUXI,-0.09,Information Technology
"171073-63",1,,,Cryptowatch,-0.08,Information Technology
"41285-62",1,11500.0,1954.133,Qiagen,-0.08,Healthcare
"41582-26",3,226.814153,1827.072,Monolithic Power Systems,-0.08,Information Technology
"52622-83",3,501.221299,5.932,Karuna Therapeutics,-0.08,Healthcare
"53666-38",1,1500.0,516.2,Kofax,-0.08,Information Technology
"95733-46",3,7289.999979,376.9,Automation Anywhere,-0.08,Information Technology
"112062-34",1,,2.922348,Creatd,-0.07,Business Products and Services (B2B)
"185570-29",1,1.57438659,,Pineapple (Automotive Insurance),-0.07,Financial Services
"226403-47",2,22.5,,NewsGuard,-0.07,Information Technology
"53422-57",1,225.0,100.9,WorkForce Software,-0.07,Information Technology
"59807-80",2,,100.13017357,Bragg Gaming Group,-0.07,Information Technology
"133073-20",1,8.000001,,Grubbly Farms,-0.06,Consumer Products and Services (B2C)
"155154-61",3,3000.0,28.14521186,Dunzo,-0.06,Consumer Products and Services (B2C)
"169832-62",1,1900.0,53.4,ConcertAI,-0.06,Healthcare
"265486-51",1,62.666006,0.60786,Oyika,-0.06,Consumer Products and Services (B2C)
"50945-86",1,340.051504,570.191,Inspire Medical Systems,-0.06,Healthcare
"11901-43",3,10717.35453071,6796.0,Experian,-0.05,Business Products and Services (B2B)
"11904-49",2,392.09149,485.81,Potbelly Sandwich Works,-0.05,Consumer Products and Services (B2C)
"13391-74",1,6406.762068,1185.174,ThoughtWorks,-0.05,Information Technology
"41434-84",1,1443.921658,952.738,Silicon Labs,-0.05,Information Technology
"52368-49",7,4478.905305,1208.972,Cloudflare,-0.05,Information Technology
"58754-26",1,355.02626,5.722,Evogene,-0.04,Healthcare
"111352-96",1,1358.09406018,87.37367299,Hemnet,-0.03,Business Products and Services (B2B)
"11728-09",5,46.15,2158.956,Ansys,-0.03,Information Technology
"41074-57",3,,3722.8,Trimble,-0.03,Information Technology
"41340-97",1,,17428.0,STMicroelectronics,-0.03,Information Technology
"436089-07",1,93.534645,,Polymarket,-0.03,Information Technology
"464055-94",2,,,Meetgeek,-0.03,Information Technology
"51156-64",6,20000.0,2029.023,Unity,-0.03,Information Technology
"51525-37",2,3500.0,,eToro,-0.03,Financial Services
"55288-90",1,609.29270836,186.39297119,Basilea Pharmaceutica,-0.03,Healthcare
"57883-69",3,4500.0,390.49111039,Vinted,-0.03,Consumer Products and Services (B2C)
"98991-55",1,1441.0,353.782,Gogoro,-0.03,Consumer Products and Services (B2C)
"14170-96",1,43000.0,2300.351,Seagen,-0.02,Healthcare
"408753-55",1,,0.77187877,Credefi,-0.02,Information Technology
"52598-44",2,35000.0,6975.65376906,Flipkart,-0.02,Consumer Products and Services (B2C)
"53371-99",1,4433.513962,606.536,Asana,-0.02,Information Technology
"57963-79",1,372.539874,245.109,Twist Bioscience,-0.02,Healthcare
"483891-49",1,,,Games Global,-0.01,Information Technology
"510431-14",1,,,Blnk (Financial Software),-0.01,Information Technology
"54367-84",4,2955.373992,1031.06,GoPro,-0.01,Consumer Products and Services (B2C)
"100337-68",1,0.2140998,,Jalousier,0.0,Consumer Products and Services (B2C)
"102265-30",1,567.63790603,59.63211297,Plaid (Business/Productivity Software),0.0,Information Technology
"10287-73",1,7635.75,990.639,Sotera Health,0.0,Healthcare
"104046-31",1,20.0,0.6,Furious,0.0,Information Technology
"107187-58",1,541.02228426,32.78669273,ABC Kids,0.0,Consumer Products and Services (B2C)
"107778-70",1,,0.0,ZyVersa Therapeutics,0.0,Healthcare
"108158-95",1,,,Salt Communications,0.0,Information Technology
"109587-52",3,120.0,82.61672243,Euronews,0.0,Consumer Products and Services (B2C)
"110526-67",1,,1.51451216,OnGrid (Information Services (B2C)),0.0,Business Products and Services (B2B)
"111820-24",3,1.92181534,,Watgrid Solutions,0.0,Information Technology
"113189-50",1,1.42195405,0.00013702,Uolo,0.0,Information Technology
"113241-88",2,,,MyTelemedicine,0.0,Healthcare
"113501-44",1,,1.52605893,GEEKS,0.0,Information Technology
"113750-11",1,26.97,0.0,QSAM Biosciences,0.0,Healthcare
"117641-26",3,17.96330644,36.78883052,ZappFresh,0.0,Consumer Products and Services (B2C)
"117991-27",1,33.24323581,,Vitl,0.0,Healthcare
"118441-72",1,,,Croptix,0.0,Information Technology
"11929-87",3,585.08575297,432.96715943,Titagarh,0.0,Business Products and Services (B2B)
"11979-46",4,310.295673,6850.8,Intuitive Surgical,0.0,Healthcare
"120246-31",3,36.63841817,6.38766825,Normative,0.0,Information Technology
"122691-52",1,,82.08251471,DRGEM,0.0,Healthcare
"122870-62",1,,1.23081811,Char Technologies,0.0,Business Products and Services (B2B)
"125596-54",2,99.17991733,0.0,Universal Diagnostics DX,0.0,Healthcare
"126103-51",1,138.198499,30.1,Copia Global,0.0,Consumer Products and Services (B2C)
"126150-85",1,16.706445,0.321489,BioAffinity Technologies,0.0,Healthcare
"126347-23",2,,,Go.cc,0.0,Information Technology
"126812-26",1,,,Modus Operandi,0.0,Information Technology
"128069-20",2,,0.0,WntResearch,0.0,Healthcare
"133137-82",1,6.02802689,0.10401858,Spellz,0.0,Information Technology
"134218-63",1,,,OriginTrail,0.0,Information Technology
"138762-82",1,94.4,17.04964101,Aerometrex,0.0,Information Technology
"148918-51",1,,20.953312,Splash Beverage Group,0.0,Consumer Products and Services (B2C)
"149369-50",1,119.49572941,4.70524174,Urb-it,0.0,Business Products and Services (B2B)
"149408-92",1,340.388548,0.7462332,i2e1,0.0,Information Technology
"150145-30",1,43.369766,,Catalyst OrthoScience,0.0,Healthcare
"150953-32",2,789.358686,20.349,C4 Therapeutics,0.0,Healthcare
"151068-34",1,69.999998,,Eltropy,0.0,Information Technology
"151347-97",1,76.0,7.87878788,BMLL,0.0,Information Technology
"151354-90",1,,1.90598984,Domec,0.0,Information Technology
"151415-56",1,,,VizSense,0.0,Business Products and Services (B2B)
"152598-52",1,26.04310193,206.00519065,Swedencare,0.0,Healthcare
"153271-45",2,27.60714374,9.77807131,Green Works,0.0,Consumer Products and Services (B2C)
"153985-78",1,,,Tasfoods,0.0,Consumer Products and Services (B2C)
"154083-97",1,44.999999,10.0,Ambyint,0.0,Information Technology
"154977-67",1,189.000004,,Ashvattha Therapeutics,0.0,Healthcare
"156109-15",1,200.000001,,Supira Medical,0.0,Healthcare
"156158-38",1,102.31514071,6.57700881,Vitesse (Financial Software),0.0,Information Technology
"156644-29",1,22.34447744,1.32360045,Genetic Analysis,0.0,Healthcare
"156798-10",1,,7.0,LOUi Consulting,0.0,Information Technology
"157891-33",1,175.0,,Zero Zero Robotics,0.0,Consumer Products and Services (B2C)
"158964-85",1,32.19031446,0.6489838,SaverOne,0.0,Business Products and Services (B2B)
"159069-16",1,659.34065934,,Urotronic,0.0,Healthcare
"159599-44",1,5234.81341405,163.36944809,Syn,0.0,Information Technology
"160047-73",1,28.054537,0.070039,Docola,0.0,Healthcare
"160218-37",1,200.000005,,Route 92 Medical,0.0,Healthcare
"161679-88",1,424.647625,0.0,Alzamend Neuro,0.0,Healthcare
"162859-24",2,881.59850984,200.83142965,St Pharm,0.0,Healthcare
"164070-28",1,569.83445561,12.10493183,Rupeek,0.0,Financial Services
"166258-72",7,352.0,60.0,Purple Style Labs,0.0,Consumer Products and Services (B2C)
"166946-68",1,333.953895,7.202,Spruce Biosciences,0.0,Healthcare
"166994-02",2,,1.0,Daré Bioscience,0.0,Healthcare
"168125-68",1,36.599999,0.38,SinnovaTek,0.0,Business Products and Services (B2B)
"168394-87",4,7.72208671,,Pixyl,0.0,Healthcare
"168700-24",1,,1.279449,NeuroOne,0.0,Healthcare
"168939-19",1,,,"3D Biotek",0.0,Healthcare
"169125-94",3,1252.63039076,201.72420251,Mamaearth,0.0,Consumer Products and Services (B2C)
"169367-32",1,1.77159034,,Locate a Locum,0.0,Healthcare
"170443-90",1,14.38518135,0.03212395,Forward Water Technologies,0.0,Business Products and Services (B2B)
"171119-98",1,,1.78849881,IRLAB Therapeutics,0.0,Healthcare
"171443-44",1,0.83324127,,Asian Institute Of Nephrology And Urology,0.0,Healthcare
"172690-03",1,,,parcelLab,0.0,Business Products and Services (B2B)
"172919-53",2,,4.90008685,BIGG Digital Assets,0.0,Information Technology
"172923-31",1,425.68149524,219.49935828,AnyMind Group,0.0,Information Technology
"173726-29",1,7.78083452,,Konektio,0.0,Information Technology
"178238-08",1,156.07542124,0.89019178,Property Share,0.0,Financial Services
"178766-20",1,23.10931409,,Elistair,0.0,Information Technology
"179195-41",1,33.16925218,0.05247049,JonDeTech,0.0,Information Technology
"180355-96",1,2638.55454296,1991.48239636,Singlife,0.0,Financial Services
"180802-27",1,286.000002,,Empower,0.0,Financial Services
"182290-24",2,34.96528302,5.86909821,Newheat,0.0,Energy
"182453-32",1,54.72,9.129,Wrap Technologies,0.0,Business Products and Services (B2B)
"182891-35",1,104.177013,,Promaxo,0.0,Healthcare
"183923-65",4,9.39816175,,Vizcab,0.0,Information Technology
"184145-14",1,384.999949,53.6647273,Caresyntax,0.0,Information Technology
"184208-50",2,363.81241592,,KEYOU,0.0,Business Products and Services (B2B)
"184539-97",2,177.89123691,57.0880284,Well-Safe Solutions,0.0,Energy
"184632-76",1,88.0,9.0,Access Vascular,0.0,Healthcare
"185231-71",3,,,NeuShield,0.0,Information Technology
"186769-63",2,626.610784,0.0,Landos Biopharma,0.0,Healthcare
"187695-64",1,30.0,10.0,"6AM City",0.0,Consumer Products and Services (B2C)
"221861-62",2,36.839838,2.683018,NeurAxis,0.0,Healthcare
"222492-07",1,,629.44,GetGo,0.0,Consumer Products and Services (B2C)
"222886-00",1,,,DEF,0.0,Information Technology
"223321-15",1,,,NeoImmuneTech,0.0,Healthcare
"223612-12",1,19.5512445,34.90434428,Comms Group,0.0,Information Technology
"223931-53",1,71.05282225,,Innophys,0.0,Consumer Products and Services (B2C)
"226128-25",1,1526.411678,2.595,Singular Genomics,0.0,Healthcare
"226363-15",1,,8.6,ChargeAfter,0.0,Information Technology
"226491-49",1,,4.17973746,QuTEM,0.0,Healthcare
"226629-19",1,,0.3724724,Winddle,0.0,Information Technology
"226720-45",1,330.0,,CleanBay Renewables,0.0,Energy
"227420-74",1,0.78470782,21.83069857,Avant Brands,0.0,Materials and Resources
"227996-92",3,58.60518014,,Solar Foods,0.0,Business Products and Services (B2B)
"228335-05",1,1591.047277,,Drivenets,0.0,Information Technology
"228946-69",2,187.54553,0.0,IN8bio,0.0,Healthcare
"229269-43",2,,,Artqiyi,0.0,Information Technology
"229449-79",1,48.12679222,0.58161897,Molo (Financial Software),0.0,Information Technology
"229491-28",1,29.74834254,0.44126427,Globacap,0.0,Information Technology
"229630-51",2,97.33365332,,MOA Technology,0.0,Information Technology
"231167-35",2,16.44782196,,Novosound,0.0,Information Technology
"232308-82",1,110.9671751,0.00517371,Nordic Aquafarms,0.0,Materials and Resources
"232313-77",2,18.91346423,,Nova Pangaea Technologies,0.0,Business Products and Services (B2B)
"232455-70",3,85.45081238,,FinClear,0.0,Information Technology
"233065-09",1,,0.1,Ecolife,0.0,Consumer Products and Services (B2C)
"233482-87",3,,,Summit Ridge Energy,0.0,Energy
"233497-63",1,51.500001,,Actym Therapeutics,0.0,Healthcare
"233543-44",1,,,Airloom Energy,0.0,Energy
"233568-64",6,31.999993,,Caraway Therapeutics,0.0,Healthcare
"233765-29",1,471.80831411,10.92744902,Revfin,0.0,Financial Services
"233860-06",1,8.88232889,,Anansi,0.0,Information Technology
"234057-43",3,13.25215741,,HeraMED,0.0,Healthcare
"234083-17",1,,32.09491268,WeRoad,0.0,Consumer Products and Services (B2C)
"234391-06",1,345.236535,144.726,Mirum Pharmaceuticals,0.0,Healthcare
"234521-47",1,5.22866491,,Ekmob,0.0,Information Technology
"234601-21",3,37.66775472,1.26977472,TheraVet,0.0,Healthcare
"234807-76",1,23.15743883,6.33096746,Neeman's,0.0,Consumer Products and Services (B2C)
"246890-89",1,319.999987,0.03,ARS Pharmaceuticals,0.0,Healthcare
"264510-01",1,,,Eldrive,0.0,Consumer Products and Services (B2C)
"264622-15",1,,7.09559695,Tium Bio,0.0,Healthcare
"264730-24",1,100.91,,HekaBio,0.0,Financial Services
"264912-85",3,,,Ensurise,0.0,Financial Services
"265374-73",1,23.69841296,,Farmer J,0.0,Consumer Products and Services (B2C)
"265784-41",1,,,Ascendant Studios,0.0,Information Technology
"266044-51",1,,,Dream Exchange,0.0,Financial Services
"266126-41",2,11.15924778,,AMLo Biosciences,0.0,Healthcare
"267221-08",1,59.60171626,38.48889656,Dvara KGFS,0.0,Financial Services
"267522-13",1,,,Winter Innovations,0.0,Healthcare
"267792-76",1,,,IXN,0.0,Information Technology
"268471-09",1,1096.49216,2.488,Century Therapeutics,0.0,Healthcare
"268497-19",1,1.425,0.25894986,Staple,0.0,Information Technology
"268524-19",1,,,EACON Intelligent Driving,0.0,Business Products and Services (B2B)
"268816-33",2,35.0,8.77554997,Pure EV,0.0,Consumer Products and Services (B2C)
"277526-53",1,,62.1,"2020 Bulkers",0.0,Business Products and Services (B2B)
"277740-73",1,24.884957,44.766,SofWave,0.0,Healthcare
"277809-04",1,1.57835967,,Novaptech,0.0,Healthcare
"290477-80",1,147.11529773,21.71203755,Inertia Biotechnology,0.0,Consumer Products and Services (B2C)
"301175-56",2,68.58390352,0.0,HighGold Mining,0.0,Materials and Resources
"303060-16",3,260.747788,0.0,Acrivon Therapeutics,0.0,Healthcare
"327128-41",1,,,Bodygram,0.0,Consumer Products and Services (B2C)
"327165-94",1,562.64847,0.0,Icosavax,0.0,Healthcare
"327320-83",2,2.32716852,4.47777902,Ogun,0.0,Information Technology
"331932-70",1,32.32080366,,Versameb,0.0,Healthcare
"335097-01",1,,,OWIT Global,0.0,Information Technology
"338607-82",1,72.000001,,AppBrilliance,0.0,Information Technology
"342141-94",1,12.57165465,,Careology,0.0,Healthcare
"343371-88",1,25.21313392,,SciRhom,0.0,Healthcare
"343490-50",1,83.854651,20.0,MVL,0.0,Consumer Products and Services (B2C)
"393003-46",2,,,Texray,0.0,Healthcare
"399528-28",2,43.37029845,3.16165405,Advanced Electric Machines,0.0,Business Products and Services (B2B)
"407223-64",1,,,Jetstream Africa,0.0,Information Technology
"41061-52",1,52.97313,0.066,Guided Therapeutics,0.0,Healthcare
"41598-46",2,2.676997,11.796734,Clean Energy Technologies,0.0,Business Products and Services (B2B)
"42000-04",1,4000.0,1144.7,Synaptics,0.0,Information Technology
"42020-56",1,1501.968948,372.37,Amicus Therapeutics,0.0,Healthcare
"42348-88",1,230.8824,88.04243244,Concord Medical Services,0.0,Healthcare
"42779-89",2,2047.27,1101.879,Kinsale Capital Group,0.0,Financial Services
"43007-50",1,52.964964,7.404671,Nighthawkbio,0.0,Healthcare
"431477-56",1,3.99033894,3.70124486,Terre et Lac,0.0,Energy
"431600-14",1,9.12515203,0.24310494,OCEANIUM,0.0,Consumer Products and Services (B2C)
"431601-85",1,68.49,,Emerald Clinics,0.0,Healthcare
"432606-16",1,0.3333,,Audigo,0.0,Consumer Products and Services (B2C)
"432672-85",13,5.37895508,0.02287571,Baaz,0.0,Business Products and Services (B2B)
"433188-01",1,,,I-Fitness,0.0,Consumer Products and Services (B2C)
"433240-30",2,10.0,34.73830492,Shardbound,0.0,Information Technology
"433531-90",1,2.143,,Eden (Services (B2C Non-Financial)),0.0,Consumer Products and Services (B2C)
"433560-16",1,5.40090434,0.00667621,Dstreet Finance,0.0,Financial Services
"433575-55",2,23.43921121,2.763731,Pineapple (Financial Software),0.0,Information Technology
"434091-97",3,384.106054,0.24685,Flash Coffee,0.0,Consumer Products and Services (B2C)
"434314-72",1,199.1005463,,CyberPeace,0.0,Information Technology
"434360-44",1,,,Hive-Zox,0.0,Information Technology
"434419-57",1,2.32679897,,Valega Chain Analytics,0.0,Information Technology
"434428-48",1,320.000005,,Element Energy,0.0,Energy
"434490-31",1,,,Steam World,0.0,Consumer Products and Services (B2C)
"435245-32",1,106.11016928,,Hyperexponential,0.0,Information Technology
"435403-00",3,,,Pricepally,0.0,Consumer Products and Services (B2C)
"435467-98",2,9.15255367,,Alice & Bob,0.0,Information Technology
"435505-42",2,13.71363012,,Alba Bank,0.0,Financial Services
"435702-16",1,192.000001,,Element5,0.0,Healthcare
"436125-07",1,,,RoboGarden,0.0,Information Technology
"436244-32",1,,,Voltron Therapeutics,0.0,Healthcare
"436394-35",1,,,InfraSight,0.0,Information Technology
"436728-07",2,52.586,0.0,PaxMedica,0.0,Healthcare
"436731-76",5,,,BharatRohan,0.0,Information Technology
"436978-72",13,,,Highcourt Leisure Club,0.0,Consumer Products and Services (B2C)
"437023-45",1,,0.20952801,Deep Bio,0.0,Healthcare
"437324-95",1,22.20243989,,U-Space,0.0,Business Products and Services (B2B)
"437761-54",2,,,Zazuu,0.0,Information Technology
"437783-68",1,,68.87545828,ROK Resources,0.0,Energy
"437912-02",3,323.513008,0.0,Aerovate Therapeutics,0.0,Healthcare
"438336-28",1,,3.1356766,Payer,0.0,Information Technology
"438520-60",1,,,EnerVenue,0.0,Business Products and Services (B2B)
"438916-60",2,,,Recordent,0.0,Financial Services
"439541-83",1,251.59236796,68.6907542,Lyre's,0.0,Consumer Products and Services (B2C)
"439828-75",1,24.289996,0.4709,Virdee,0.0,Information Technology
"442213-75",1,,0.02217789,Mebster,0.0,Healthcare
"442612-36",2,,,SIX Network,0.0,Information Technology
"443037-07",9,,1.26412497,Philly,0.0,Consumer Products and Services (B2C)
"443114-74",1,,0.45128521,Universal Ibogaine,0.0,Healthcare
"443262-52",1,,,Rion,0.0,Healthcare
"452823-13",1,,0.79498495,Unlimeat,0.0,Consumer Products and Services (B2C)
